Comment,Sentiment
Still dont understand about this movie :grinning_face_with_sweat:,0
Im going because I think this is James mcavoys 2nd villain role way after split and he was in a Scottish movie called  Filth ware he played a antihero role and its a comedy drama I wont spoil it for those who hasnt but it was very good the ending of this trailer reminded me of a quiet place and if this kid is vocally def or on the autism spectrum thats good either way there bringing more  representation to both Communitys,2
I felt like I just watched the whole fucking movie. Do these idiots not know how to shorten a trailer to not reveal so bloody much?,0
"This looks like Love and Robots, I love it",2
Maybe re absolutely garbage movies,0
"Given the amount of delays, they should just make 2 Batman sequels back to back",1
cant believe Netflix got it made first. Netflix rocks!,2
James turned into Gerard Butler,1
My guess is the daughter is in on it,1
Where is the sherlock Benedict?,1
Whats the name of the song in this trailer?!?! Asking for a friend!!!,1
my reaction scared my husband.,1
Look really good. Looking forward to this one!,2
If my memory is right?? This is the birth of the Outlaws MC ?or its infantry ?,1
The Village.,1
"Gabriel Garcia Marquez refused to make this a movie. He said it was unfilmable and he wrote it against cinema creating magical realism, a feeling and essence throughout the book that could never be expressed in anything but words. I really hope they dont get this wrong. If not for monetary or artistic purposes but for attempting something that Garcia Marquez himself could not imagine and refused to do.",0
Looks neat i just hope the story wont be predictable,2
Oh shit doctor strange came back to... do... something. I dont know what... i didnt watch the trailer... but Im bored of seeing the same actors all the time. It kills the immersion,0
What is the name of this song ?,1
no offense but this movie already exists.. remakes 100 unnecessary,0
i LOVE that was shot on film. It looks beautiful,2
"It´s weird, yet refreshing to see something shot on film, not digital (unless it´s filter  they used in post:grinning_face_with_smiling_eyes:). Grainy",2
"Seriously what the fuck America ? Why do you need to Americanize every European movie ?! The original one is already perfect the way it is. Just from the top of my head: Let the right one in ( Morse ) , funny game, ring, millenium ( the girl with the dragon tattoo), Old boy… and countless more. Which were already amazing and didnt need to be made the Hollywood way.Americans needs to think that the all world speak their language ?! Dont we already ? Therefore cant you learn some yourself ?Or just learn to fucking read subtitles so you can enjoy foreign cinema !The whole planet is already watching American movies and we aint complaining and remaking them.By the way, the trailer is just a huge spoiler. Watch the original has there is some lost in translation moments ( dannish vs dutch, therefore they speak English with each other) and cultural stereotypes which makes the movie even more interesting.",0
"This movie will probably be way more interesting than the last remake, since this is a story most people arent familiar with unless youre really into the Lion King lore. And even then, they seem to be changing things up.",2
"Why does Americans always feel the need to copy great movies from other countries and pretend its their work? The original movie was great enough…. They really dont want people to watch international small movies…. Please people watch the original movie first, and support real artists, not copycats.",0
"hey man, i was gonna say something about being a fan and this hurts me, but im not gonna yap, this looks terrible and im pretty sure transformers prime had better animation",0
Naaaaaaah whatever that was in the end can go somewhere else. Im staying my ass in the house.,1
Halle Berry always having trouble with kids :face_with_tears_of_joy::face_with_tears_of_joy: but this looks good!!,2
"Before filming and shooting starts all the major cast should do full script/movie reenactment (which would also be shot) in 10 minutes: crux/essence of the film, 20-30 mins: character interactions and 1 hour: playing out the major arc of the story, all of it should be done in improvisational way as getting to know the story and characters. Then enactments should serve as a guide not just the script.Also there should be a concept/idea of relative time with respect to filming, unless the story happens in 1 day like a chase, scenes should be shot relative to timeline of the while story so that the characters have time to grow, absorb whats happening, come up with a response keeping everything in mind and not simply reacting like starting points in the story and the actors could also be given hints/direction while waiting for the next shoot and also giving the room for the script to evolve.While shooting the film there should be some days before shooting everyone should mention how they feel as the character and what their characters perspective is, what they think about it, what are their stakes, what the situation/scene means to them/character to everyone involved in the scene.This should be done for major story changes/arcs and big scenes.",1
Itd be cool to see s WANTED Sequal with Macavoy running the new group and His daughter being manipulated to take out her Dad/Macavoy! Idk... maybe not. But Wanted was a cool movie.,2
why has this been remade the original only came out in 2022 ???????. Whats next remaking a film before the original comes out.,0
Ive been waiting for this team up for years :crying_face:,2
"Is this an original story or adaptation of a novel. Either way Im down, this looks intriguing",2
Im still waiting for Wolverine to wear his mask :loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
"Just from this trailer, I can already tell this is gonna be the most hilarious Marvel movie.",2
This fake one looks better,2
I tried to read it once. Got a couple pages in and stopped. Not for me.,0
People under the stairs remake?,1
I see that one light per household law is still in effect.:face_with_tears_of_joy:,1
"Cinematography and camera movement is very Disney... Only pro I have for this is the props looks like Alien. camera movements, facehugger attacks, corridor scenes is very cookie cutter Disney. I dont have much hope for this but I hope Im wrong.",0
So.. basically a remake..looks almost exactly like the first one,0
LETS GO (cant wait for the real twist),2
"From , the sound is perfect. :raising_hands:",2
Of course the artistically bankrupt americans had to do a remake of a movie that came out 2 years ago :face_with_tears_of_joy:,0
Extremely Barret voice: Were killing the planet for *this*?,0
B was cool!,2
"horror trailer of the year, HANDS DOWN.",2
Halle Berry has made a movie every one or two years for most of her career so why are yall acting like shes been missing in action for a long time?!!?,1
Orion gonna have crazy character development in future.,2
So out of all people the worker is gonna tell some random big dude in a chick concert?,0
Whats the song in the trailer?,1
"They should do a whole ReevesverseThe penguinFalconeSelinaAll the key characters with their own stories by his vision, nice and dark like it should be",2
They still need to give back to their victims,1
Good trailer.,2
I hope this isnt just a remake of the first movie.. otherwise theres no reason to watch it.,0
The golden era of Bikers is making a serious comeback! And I will just say it….this country needs it right now!,2
"Thank you all so much, everyone who worked on this project! This is a dream come true.",2
Looking forward to finding out how the Hip Hop sub genre of Trap came into being. Hopefully this will do it justice.,1
Ahhh the documentary no one asked for,0
Isnt this movie one that was already made?  In a foreign language?,1
Is it a remake?,1
"What if the twist is, that there is no twist.",1
"James, we havent even written the script yet.. continues rolling",1
Thiw looks like the movie hqtching:face_with_raised_eyebrow:,1
Stop making unnecessary remake!!!! The original movie was just perfect. No need for Americans to make movies great again!,0
Perfect vehicle for Austin to follow up Elvis. Too bad Jeff Nichols only makes boring ass movies. I doubt he could ever make a box office hit.,0
